customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
9497-QCMMS,Male,True,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.55000305175781,93.55000305175781,True,0-12 months
5692-ICXLW,Male,True,False,False,31,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.69999694824219,2845.14990234375,False,25-48 months
0602-DDUML,Female,False,False,False,57,True,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,69.75,3894.39990234375,False,49-72 months
2208-MPXIO,Female,False,True,True,45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.0,886.4000244140625,False,25-48 months
1960-UYCNN,Male,False,False,False,10,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.25,1021.5499877929688,False,0-12 months
0348-SDKOL,Female,False,True,False,58,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),102.0999984741211,5885.39990234375,True,49-72 months
3190-FZATL,Male,False,False,True,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.950000762939453,268.3999938964844,False,13-24 months
7336-RLLRH,Male,False,True,False,27,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,False,Mailed check,80.8499984741211,2204.35009765625,False,25-48 months
4373-MAVJG,Female,False,True,True,14,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),90.9000015258789,1259.0,True,13-24 months
8901-HJXTF,Female,False,True,True,12,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,29.200000762939453,309.1000061035156,True,0-12 months
7710-JSYOA,Female,False,True,True,69,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),93.30000305175781,6398.0498046875,False,49-72 months
5419-KLXBN,Female,False,True,True,25,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Bank transfer (automatic),89.1500015258789,2257.75,True,25-48 months
3424-NMNBO,Male,True,True,False,58,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,108.8499984741211,6287.25,True,49-72 months
9885-MFVSU,Female,False,True,True,35,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,True,Credit card (automatic),46.349998474121094,1662.050048828125,False,25-48 months
4514-GFCFI,Female,True,False,False,16,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.75,1350.1500244140625,True,13-24 months
0607-MVMGC,Male,False,True,True,45,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,False,Credit card (automatic),78.75,3600.64990234375,False,25-48 months
3365-SAIGS,Female,False,False,False,17,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,83.55000305175781,1329.1500244140625,False,13-24 months
9828-AOQLM,Female,False,True,True,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.70000076293945,45.70000076293945,True,0-12 months
8022-BECSI,Male,False,False,False,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.600000381469727,422.5,False,13-24 months
8000-REIQB,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.94999694824219,69.94999694824219,True,0-12 months
9993-LHIEB,Male,False,True,True,67,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,67.8499984741211,4627.64990234375,False,49-72 months
0266-CLZKZ,Female,False,True,True,67,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),105.6500015258789,6717.89990234375,False,49-72 months
7615-ESMYF,Female,False,True,False,2,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,44.599998474121094,97.0999984741211,True,0-12 months
3858-VOBET,Male,False,False,False,23,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.94999694824219,1710.449951171875,True,13-24 months
7020-OZKXZ,Female,True,False,False,9,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),75.5,637.4000244140625,False,0-12 months
3977-QCRSL,Female,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.149999618530273,117.94999694824219,False,0-12 months
0017-DINOC,Male,False,False,False,54,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Credit card (automatic),45.20000076293945,2460.550048828125,False,49-72 months
1447-PJGGA,Female,False,False,False,57,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,True,Electronic check,95.25,5464.64990234375,True,49-72 months
8565-CLBZW,Male,False,False,False,24,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Mailed check,89.8499984741211,2165.050048828125,True,13-24 months
9139-WQQDY,Female,False,True,True,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Mailed check,100.44999694824219,4941.7998046875,True,49-72 months
0224-HJAPT,Male,False,False,False,5,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,47.150001525878906,223.14999389648438,True,0-12 months
8086-OVPWV,Male,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,80.19999694824219,181.10000610351562,True,0-12 months
9430-FRQOC,Female,False,False,True,4,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,87.0999984741211,341.45001220703125,True,0-12 months
7639-OPLNG,Male,False,True,True,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),79.25,5731.85009765625,False,49-72 months
3074-GQWYX,Male,False,False,False,5,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.9000015258789,357.75,True,0-12 months
1492-QGCLU,Male,False,True,True,53,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,85.69999694824219,4616.10009765625,False,49-72 months
6845-RGTYS,Female,False,True,False,47,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,98.75,4533.7001953125,True,25-48 months
7328-OWMOM,Female,False,False,True,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.100000381469727,589.25,False,25-48 months
4418-LZMSV,Male,False,True,True,13,True,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,False,Bank transfer (automatic),61.79999923706055,750.0999755859375,False,13-24 months
5155-AZQPB,Female,False,True,True,28,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,49.900001525878906,1410.25,False,25-48 months
8861-HGGKB,Female,False,False,False,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,86.44999694824219,830.8499755859375,True,0-12 months
1087-GRUYI,Male,False,True,False,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.399999618530273,743.5,False,25-48 months
7065-YUNRY,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.29999923706055,45.29999923706055,True,0-12 months
7694-VLBWQ,Male,False,True,False,67,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,False,Electronic check,104.0999984741211,7040.85009765625,True,49-72 months
2546-KZAAT,Male,False,True,False,52,True,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,True,Mailed check,75.4000015258789,3865.449951171875,False,49-72 months
0181-RITDD,Male,False,True,True,62,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,108.1500015258789,6825.64990234375,False,49-72 months
5989-PGKJB,Female,False,False,False,16,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,86.25,1340.0999755859375,False,13-24 months
4795-KTRTH,Female,True,True,False,5,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,81.0,371.6499938964844,True,0-12 months
8272-ONJLV,Male,False,False,False,12,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Electronic check,95.69999694824219,1184.0,False,0-12 months
1488-PBLJN,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.8499984741211,8477.7001953125,False,49-72 months
0308-GIQJT,Male,True,False,False,71,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,False,Bank transfer (automatic),105.75,7382.85009765625,False,49-72 months
3778-FOAQW,Female,False,True,False,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.149999618530273,456.8500061035156,False,13-24 months
4452-ROHMO,Female,False,False,False,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.600000381469727,331.6000061035156,False,13-24 months
6481-OGDOO,Male,False,True,False,67,True,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,True,Credit card (automatic),90.5999984741211,6056.14990234375,True,49-72 months
3090-LETTY,Male,False,False,True,2,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),60.95000076293945,134.60000610351562,False,0-12 months
5349-AZPEW,Female,False,True,True,5,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.049999237060547,125.5,False,0-12 months
3753-TSEMP,Female,False,True,False,15,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,88.1500015258789,1390.5999755859375,True,13-24 months
8305-VHZBZ,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.200000762939453,20.200000762939453,True,0-12 months
9720-JJJOR,Male,False,True,True,41,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,True,Bank transfer (automatic),60.29999923706055,2511.300048828125,False,25-48 months
8100-HZZLJ,Female,False,False,True,43,True,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,63.95000076293945,2737.050048828125,False,25-48 months
8775-ERLNB,Male,True,True,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,74.30000305175781,74.30000305175781,False,0-12 months
8309-IEYJD,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.5999984741211,70.5999984741211,False,0-12 months
9172-JITSM,Female,False,True,True,26,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.80000305175781,2361.800048828125,True,25-48 months
6298-QDFNH,Male,False,False,False,22,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.3499984741211,1730.3499755859375,True,13-24 months
7398-HPYZQ,Male,False,True,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),90.55000305175781,6404.0,False,49-72 months
3546-GHEAE,Male,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.450000762939453,165.35000610351562,False,0-12 months
7361-YPXFS,Female,True,False,False,28,True,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,False,Bank transfer (automatic),64.44999694824219,1867.5999755859375,False,25-48 months
6557-BZXLQ,Male,True,False,False,16,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.6500015258789,1043.300048828125,False,13-24 months
2550-QHZGP,Male,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.5,128.60000610351562,False,0-12 months
7519-JTWQH,Female,False,False,False,69,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),110.5,7455.4501953125,False,49-72 months
2538-OIMXF,Female,False,False,True,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.700000762939453,24.700000762939453,False,0-12 months
8543-MSDMF,Male,False,False,False,3,True,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,77.4000015258789,206.14999389648438,False,0-12 months
9961-JBNMK,Male,True,False,False,21,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),96.80000305175781,2030.300048828125,True,13-24 months
1170-SASML,Female,False,True,False,69,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),85.4000015258789,5869.39990234375,False,49-72 months
4872-JCVCA,Female,False,True,False,71,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),47.599998474121094,3377.800048828125,False,49-72 months
5346-BZCHP,Female,False,True,True,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.399999618530273,1346.199951171875,False,49-72 months
2038-LLMLM,Female,False,False,False,48,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,103.8499984741211,4946.0498046875,False,25-48 months
6173-ITPWD,Male,False,True,False,47,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),83.3499984741211,4065.0,True,25-48 months
9734-UYXQI,Female,False,False,False,2,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,49.400001525878906,106.55000305175781,True,0-12 months
1216-BGTSP,Male,False,False,False,45,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),108.44999694824219,4964.7001953125,False,25-48 months
4138-NAXED,Male,False,False,False,51,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),81.0,4085.75,False,49-72 months
2189-UXTKY,Female,False,True,False,22,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,79.19999694824219,1742.75,True,13-24 months
0744-BIKKF,Male,False,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),86.6500015258789,6224.7998046875,False,49-72 months
7483-IQWIB,Male,False,True,True,37,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,92.94999694824219,3415.25,False,25-48 months
5248-KWLAR,Male,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,90.3499984741211,6325.25,False,49-72 months
4958-GZWIY,Male,False,True,True,7,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,48.70000076293945,340.25,True,0-12 months
7996-MHXLW,Female,False,False,False,66,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.149999618530273,1683.5999755859375,False,49-72 months
7833-PKIHD,Male,False,True,True,51,True,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),76.4000015258789,3966.300048828125,False,49-72 months
7061-OVMIM,Female,False,True,True,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.549999237060547,608.5,False,25-48 months
5153-RTHKF,Female,False,False,False,34,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,85.3499984741211,2896.60009765625,False,25-48 months
1852-QSWCD,Male,False,True,True,64,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.799999237060547,1514.8499755859375,False,49-72 months
4832-VRBMR,Male,True,True,False,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),103.1500015258789,6792.4501953125,False,49-72 months
9079-LWTFD,Male,False,False,False,47,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,False,Mailed check,100.75,4669.2001953125,False,25-48 months
6356-ELRKD,Female,False,False,False,1,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.5999984741211,95.5999984741211,True,0-12 months
8624-GIOUT,Female,False,False,False,49,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),59.75,2934.300048828125,True,49-72 months
3392-EHMNK,Female,False,True,True,67,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,False,Credit card (automatic),94.0999984741211,6302.7998046875,False,49-72 months
5986-WWXDV,Male,False,False,True,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.350000381469727,779.2000122070312,False,25-48 months
3061-BCKYI,Male,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.899999618530273,283.75,False,13-24 months
6179-GJPSO,Female,True,False,False,43,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),108.1500015258789,4600.7001953125,True,25-48 months
7901-TBKJX,Male,True,False,False,56,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.05000305175781,5594.0,False,49-72 months
7228-PAQPD,Female,False,False,False,14,True,No,DSL,No,No,No,Yes,No,Yes,One year,False,Credit card (automatic),59.099998474121094,772.8499755859375,False,13-24 months
3177-LASXD,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,71.3499984741211,71.3499984741211,True,0-12 months
7746-QYVCO,Male,False,True,True,16,True,No,DSL,Yes,Yes,No,No,No,No,One year,True,Mailed check,55.849998474121094,857.7999877929688,False,13-24 months
5804-HYIEZ,Male,False,True,True,70,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,106.05000305175781,7554.0498046875,False,49-72 months
9919-FZDED,Male,True,True,False,72,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),84.0999984741211,5981.64990234375,False,49-72 months
5934-TSSAU,Female,False,True,True,23,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),75.30000305175781,1702.9000244140625,False,13-24 months
3486-KHMLI,Male,False,False,True,21,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,24.700000762939453,467.1499938964844,False,13-24 months
4897-QSUYC,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.149999618530273,20.149999618530273,True,0-12 months
1084-UQCHV,Male,False,False,True,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),69.75,69.75,True,0-12 months
8290-YWKHZ,Female,True,True,False,32,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.19999694824219,2931.0,True,25-48 months
2955-BJZHG,Male,False,True,True,17,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,80.8499984741211,1400.8499755859375,True,13-24 months
3806-DXQOM,Female,False,False,False,4,False,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,33.650001525878906,137.85000610351562,True,0-12 months
6784-XYJAE,Female,False,False,False,36,True,Yes,DSL,No,No,Yes,No,No,No,One year,False,Electronic check,55.79999923706055,1941.5,False,25-48 months
3933-DQPWX,Female,False,False,False,50,False,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,False,Credit card (automatic),39.70000076293945,1932.75,False,49-72 months
6661-EIPZC,Female,False,True,True,48,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),29.5,1423.050048828125,False,25-48 months
8957-THMOA,Female,False,False,True,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.149999618530273,970.8499755859375,False,49-72 months
2251-PYLPB,Male,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),79.55000305175781,5810.89990234375,False,49-72 months
5555-RNPGT,Male,False,False,True,10,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),24.799999237060547,223.89999389648438,False,0-12 months
1057-FOGLZ,Female,False,False,False,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.649999618530273,391.70001220703125,False,13-24 months
9300-RENDD,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.94999694824219,79.94999694824219,True,0-12 months
0761-AETCS,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.299999237060547,19.299999237060547,True,0-12 months
8087-LGYHQ,Male,False,False,False,9,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,94.05000305175781,811.6500244140625,False,0-12 months
4137-BTIKL,Male,False,False,False,2,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,False,Mailed check,90.75,174.75,False,0-12 months
2190-BCXEC,Female,False,True,False,40,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),78.8499984741211,3126.85009765625,False,25-48 months
6227-FBDXH,Male,False,True,False,69,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Bank transfer (automatic),99.5,6841.4501953125,False,49-72 months
2153-MREFK,Female,False,True,False,37,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,True,Electronic check,99.19999694824219,3754.60009765625,True,25-48 months
2911-WDXMV,Male,False,False,True,18,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),80.55000305175781,1406.6500244140625,False,13-24 months
7206-PQBBZ,Male,True,True,False,11,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.19999694824219,834.7000122070312,False,0-12 months
3106-ULWFW,Female,False,True,False,8,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),85.19999694824219,627.4000244140625,True,0-12 months
0925-VYDLG,Female,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,75.25,242.0,True,0-12 months
4547-FZJWE,Male,False,True,True,55,True,No,DSL,Yes,No,No,No,No,Yes,One year,False,Credit card (automatic),59.45000076293945,3157.0,False,49-72 months
7422-WNBTY,Male,False,True,False,33,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,93.3499984741211,3092.0,False,25-48 months
0842-IWYCP,Female,False,False,False,46,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),44.95000076293945,2168.89990234375,False,25-48 months
3521-HTQTV,Male,False,False,False,34,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),26.100000381469727,980.3499755859375,False,25-48 months
3744-ZBHON,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.200000762939453,65.94999694824219,False,0-12 months
3373-DIUUN,Male,False,True,True,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,21.25,711.9000244140625,False,25-48 months
8383-SGHJU,Female,False,False,False,33,True,Yes,DSL,Yes,No,No,Yes,No,No,One year,False,Electronic check,59.400001525878906,1952.800048828125,False,25-48 months
7607-QKKTJ,Male,False,True,True,45,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,True,Credit card (automatic),95.0,4368.85009765625,False,25-48 months
7707-PYBBH,Male,False,False,False,40,True,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,61.900001525878906,2647.10009765625,False,25-48 months
8984-HPEMB,Female,False,False,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,118.6500015258789,8477.599609375,False,49-72 months
4349-GFQHK,Male,False,False,False,1,True,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,54.349998474121094,54.349998474121094,True,0-12 months
4139-DETXS,Female,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),64.44999694824219,4528.0,False,49-72 months
9779-DPNEJ,Female,False,True,True,22,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,80.1500015258789,1790.6500244140625,False,13-24 months
9805-FILKB,Male,False,True,True,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.200000762939453,845.5999755859375,False,25-48 months
5793-YOLJN,Female,False,True,True,55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,21.0,1210.300048828125,False,49-72 months
0673-IGUQO,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.450000762939453,20.450000762939453,False,0-12 months
4123-FCVCB,Female,False,False,False,12,True,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,True,Mailed check,75.8499984741211,854.4500122070312,False,0-12 months
8819-IMISP,Male,False,False,False,31,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,80.44999694824219,2429.10009765625,False,25-48 months
7802-EFKNY,Male,False,True,False,5,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,24.950000762939453,100.4000015258789,True,0-12 months
8311-UEUAB,Female,False,True,True,67,True,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,True,Electronic check,75.5,5229.4501953125,False,49-72 months
5858-EAFCZ,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.45000076293945,44.45000076293945,False,0-12 months
8035-BUYVG,Male,False,True,False,40,False,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,True,Electronic check,42.349998474121094,1716.449951171875,True,25-48 months
1163-ONYEY,Male,False,True,True,41,True,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),74.55000305175781,3023.550048828125,False,25-48 months
9787-XVQIU,Male,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.30000305175781,75.30000305175781,True,0-12 months
8945-MUQUF,Male,False,False,False,51,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,True,Electronic check,94.80000305175781,4837.60009765625,True,49-72 months
5656-MJEFC,Male,False,True,True,42,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),48.150001525878906,2032.300048828125,False,25-48 months
6082-OQFBA,Male,False,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.649999618530273,436.8999938964844,False,13-24 months
8051-HJRLT,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.55000305175781,70.55000305175781,True,0-12 months
